input,correct,expected,predicted,score
"def from_orm_with_collection_mapping(cls, obj):
        
        # Convert to dict and filter out SQLAlchemy internal attributes
        obj_dict = {k: v for k, v in obj.__dict__.items() if not k.startswith(""_"")}

        # Map the readable_collection_id to collection if needed
        if <IFMASK>:
            obj_dict[""collection""] = obj.readable_collection_id

        return cls.model_validate(obj_dict) <ANS> ",true,"hasattr(obj, ""readable_collection_id"")","isinstance(obj, dict) and isinstance(obj, list) and (not isinstance(obj, dict)) and (",62.74
"def _replace_agentlist_placeholder(cls: Type[""GroupManagerSelectionMessageContextStr""], v: Any) -> Union[str, Any]:  # noqa: N805
        
        if <IFMASK>:
            if ""{agentlist}"" in v:
                return v.replace(""{agentlist}"", ""<<agent_list>>"")  # Perform the replacement
            else:
                return v  # If no replacement is needed, return the original value
        return """" <ANS> ",true,"isinstance(v, str)","not isinstance(v, Group) or not isinstance(v, Group) or v.is_template(template)",53.60
"def from_pretrained0802(self, config_path, model_path):
        
        model = self.from_hparams0802(config_path)
        state_dict_raw = torch.load(model_path, map_location=""cpu"")['state_dict']
        state_dict = dict()
        for k, v in state_dict_raw.items():
            if <IFMASK>:
                state_dict[k] = v
        # if isinstance(model.feature_extractor, EncodecFeatures):
        #     encodec_parameters = {
        #         ""feature_extractor.encodec."" + key: value
        #         for key, value in model.feature_extractor.encodec.state_dict().items()
        #     }
        #     state_dict.update(encodec_parameters)
        model.load_state_dict(state_dict) <ANS> ",false,k.startswith('backbone.') or k.startswith('head.') or k.startswith('feature_extractor.'),not self.feature_extractor.can_be_positional() or not self.feature_extractor.has_positional,60.27
"def from_mcp_tool_result(
        cls, result: CallToolResult, tool_use_id: str
    ) -> types.Content:
        
        if <IFMASK>:
            function_response = {""error"": str(result.content)}
        else:
            function_response_parts = mcp_content_to_google_parts(result.content)
            function_response = {""result"": function_response_parts}

        function_response_part = types.Part.from_function_response(
            name=tool_use_id,
            response=function_response, <ANS> ",true,result.isError,"not isinstance(result.content, str) or not isinstance(result.content, list) or not isinstance(result",62.22
"def load_user_config():
    
    if <IFMASK>:
        file_content = open(f'{args.model_dir}/config-user.yaml', 'r').read().strip()

        if file_content:
            user_config = yaml.safe_load(file_content)
        else:
            user_config = {}
    else:
        user_config = {} <ANS> ",false,Path(f'{args.model_dir}/config-user.yaml').exists(),args.verbose_feature_names_out is None and args.verbose_feature_names_out == 'all,63.43
"def shopping_get_sku_latest_review_author(sku: str) -> str:
    
    header = {
        ""Authorization"": f""Bearer {shopping_get_auth_token()}"",
        ""Content-Type"": ""application/json"",
    }
    response = requests.get(
        f""{SHOPPING}/rest/V1/products/{sku}/reviews"", headers=header
    )
    assert response.status_code == 200
    response_obj = response.json()
    if <IFMASK>:
        return """"
    author: str = response_obj[-1][""nickname""]
    return author <ANS> ",false,len(response_obj) == 0,"not isinstance(sku, str) or not isinstance(sku_str, str) or (not isinstance(sku_",62.25
"def __init__(self):
        
        self.reader = None
        # Determine best available device
        self.device = ""cpu""
        if <IFMASK>:
            self.device = ""cuda""
        elif (
            hasattr(torch, ""backends"")
            and hasattr(torch.backends, ""mps"")
            and torch.backends.mps.is_available()
        ):
            self.device = ""mps""
        logger.info(f""OCR processor initialized with device: {self.device}"") <ANS> ",false,torch.cuda.is_available(),self.device == 'cpu' or self.device == 'mps' or self.device == 'cpu' or,73.44
"def add_tool(
        self,
        fn: Callable[..., Any],
        name: str | None = None,
        description: str | None = None,
        annotations: ToolAnnotations | None = None,
    ) -> Tool:
        
        tool = Tool.from_function(
            fn, name=name, description=description, annotations=annotations
        )
        existing = self._tools.get(tool.name)
        if <IFMASK>:
            if self.warn_on_duplicate_tools:
                logger.warning(f""Tool already exists: {tool.name}"")
            return existing
        self._tools[tool.name] = tool
        return tool <ANS> ",false,existing,"not isinstance(self.tool, str) or not isinstance(self.tool, list) or not isinstance(self",51.48
"def cleanup_temp_files(self):
        
        try:
            for part_index in list(self._part_working_dirs.keys()):
                self.cleanup_part_working_dir(part_index)
            if <IFMASK>:
                logger.info(f""cleanup temp files: {self.working_dir}"")
                shutil.rmtree(self.working_dir)
        except Exception:
            logger.exception(""Error cleaning up temporary files"") <ANS> ",true,self._is_temp_dir,self.cleanup_temp_files is None and self.cleanup_files is None and (not self.cleanup_,60.90
"def print_validation_result(result: dict, rel_path: Path):
    
    print(f""\nValidating: {rel_path}"")
    if <IFMASK>:
        print(f""Error: {result['error']}"")
    else:
        print(f""Duration: {result['duration']}"")
        print(f""Sample Rate: {result['sample_rate']} Hz"")
        print(f""Peak Amplitude: {result['peak_amplitude']}"")
        print(f""RMS Level: {result['rms_level']}"")
        print(f""DC Offset: {result['dc_offset']}"") <ANS> ",true,"""error"" in result",not result['result'] or not result['result'] or not result['result'] or not result['result'] or,71.14
"def get_api_key(self, context: SkillContext) -> Optional[str]:
        
        # Check agent config first
        agent_api_key = context.config.get(""api_key"")
        if <IFMASK>:
            logger.debug(f""Using agent-specific Venice API key for skill {self.name}"")
            return agent_api_key

        # Fallback to system config
        system_api_key = self.skill_store.get_system_config(""venice_api_key"")
        if system_api_key:
            logger.debug(f""Using system Venice API key for skill {self.name}"")
            return system_api_key <ANS> ",false,agent_api_key,self.config.get('api_key') is None or self.config.get('system_API_KEY,64.32
"def process_revision_directives(context, revision, directives):
    
    for directive in directives:
        if <IFMASK>:
            # Get the current timestamp
            timestamp = time.strftime(""%Y%m%d%H%M%S"")
            # Modify the revision ID to include the timestamp
            directive.rev_id = f""{timestamp}_{directive.rev_id}"" <ANS> ",false,"isinstance(directive, ops.MigrationScript)","revision is None and directives is None and (revision is None) and (not isinstance( directives, str)) and (",60.96
"def delete_subscription_by_stripe_id(db_session: Session, stripe_subscription_id: str) -> None:
    
    subscription = get_subscription_by_stripe_id(db_session, stripe_subscription_id)
    if <IFMASK>:
        logger.warning(
            f""Subscription not found for stripe_subscription_id={stripe_subscription_id} during delete attempt.""
        )
        return

    db_session.delete(subscription)
    db_session.flush()
    logger.info( <ANS> ",false,not subscription,not manager.app.conf.result_backend.startswith('redis') and manager.app.conf.result_,77.19
"def _safe_save(self, output_dir: str):
        
        state_dict = self.model.state_dict()
        if <IFMASK>:
            cpu_state_dict = {
                key: value.cpu()
                for key, value in state_dict.items()
            }
            del state_dict
            self._save(output_dir, state_dict=cpu_state_dict) <ANS> ",true,self.args.should_save,self.args.save_format == 'json' or self.args.save_format == 'yaml' or,71.05
"def __str__(self):
        
        error_message = ""({0})\n"" ""Reason: {1}\n"".format(self.status, self.reason)
        if <IFMASK>:
            error_message += ""HTTP response headers: {0}\n"".format(self.headers)

        if self.body:
            error_message += ""HTTP response body: {0}\n"".format(self.body)

        return error_message <ANS> ",true,self.headers,self.body is not None and self.body != '' and (not self.body) and (not self.,63.56
"def execute_method(self, method: Union[str, bytes], *args, **kwargs):
        
        if <IFMASK>:
            print(f""[DP={self.vllm_dp_rank},TP={self.vllm_tp_rank}] execute_method: {method if isinstance(method, str) else 'Callable'}"")
        return self.rollout.execute_method(method, *args, **kwargs) <ANS> ",false,"self.vllm_tp_rank == 0 and method != ""execute_model""",self.wait_for_completion is not None and self.deferrable and (not self.wait_for_completion,74.43
"def visualize_scroll(self, direction: str, clicks: int, img_base64: str) -> None:
        
        if (
            not self.agent.save_trajectory
            
            <IFMASK>
        ):
            return

        try:
            # Use the visualization utility
            img = visualize_scroll(direction, clicks, img_base64)

            # Save the visualization <ANS> ",true,not self.agent.save_trajectory,self.agent.save_trajectoryprepadded()'s call and self.agent.save_trajectory()'s call,50.72
"def format_search_results(self, results: list[tuple[BaseTool, str, float]]) -> str:
        

        # Only show top_k results
        results = results

        formatted_output = ""Search results\n\n""

        for i, (tool, server_name, score) in enumerate(results):
            # Format score as percentage
            if <IFMASK>:
                score_pct = f""{score * 100:.1f}%""
                logger.info(f""{i}: {tool.name} ({score_pct} match)"")
            formatted_output += f""[{i + 1}] Tool: {tool.name} ({score_pct} match)\n""
            formatted_output += f""    Server: {server_name}\n""
            formatted_output += f""    Description: {tool.description}\n\n""

        # Add footer with information about how to use the results
        formatted_output += ( <ANS> ",false,i < 5,len(results) == 1 and len(results) == 1 and (len(results) == 1) and (,69.36
"def _is_supported(self, file_path: str) -> bool:
        
        ext = Path(file_path).suffix.lower()
        if <IFMASK>:
            logger.warning(f""Unsupported file extension: {ext} for file: {file_path}"")
            return False
        return True <ANS> ",true,ext not in self.SUPPORTED_EXTENSIONS,not self.is_dir() or not self.is_symlink() or self.is_symlink() or self,59.38
"def generate_diff_html(a, b):
    
    seq_matcher = SequenceMatcher(None, a, b)
    output_html = """"
    for opcode, a0, a1, b0, b1 in seq_matcher.get_opcodes():
        if <IFMASK>:
            output_html += a[a0:a1]
        elif opcode == ""insert"":
            output_html += f""<span class='added'>{b[b0:b1]}</span>""
        elif opcode == ""delete"":
            output_html += f""<span class='removed'>{a[a0:a1]}</span>""
        elif opcode == ""replace"":
            output_html += f""<span class='removed'>{a[a0:a1]}</span><span class='added'>{b[b0:b1]}</span>""
    return output_html <ANS> ",false,"opcode == ""equal""","not isinstance(a, (list, tuple)) and isinstance(b, (list, tuple)) and (not isinstance",70.39
"def _build_docker_image(self):
    
    if <IFMASK>:
      raise ValueError('Docker path is not set.')
    if not os.path.exists(self.docker_path):
      raise FileNotFoundError(f'Invalid Docker path: {self.docker_path}')

    logger.info('Building Docker image...')
    self._client.images.build(
        path=self.docker_path,
        tag=self.image, <ANS> ",true,not self.docker_path,self.docker_path.is_dir() or self.docker_path.is_symlink()) or self.,73.00
"def _create_relevant_node(
        self, node: Dict[str, Any], relevance_score: float, reason: str
    ) -> Dict[str, Any]:
        
        relevant_node = {
            ""id"": node[""id""],
            ""name"": node[""name""],
            ""type"": node[""type""],
            ""relevance_score"": relevance_score,
            ""reason"": reason,
            ""children"": [],
        }

        for field in [""file_path"", ""start_line"", ""end_line"", ""relationship""]:
            if <IFMASK>:
                relevant_node[field] = node[field]

        return relevant_node <ANS> ",true,field in node,self.is_mapped(node) and self.is_mapped(node) and (not self.is_,54.30
"def get_speaker_selection_result(self, groupchat: ""GroupChat"") -> Optional[Union[Agent, str]]:
        
        if <IFMASK>:
            # Find the agent by name in the groupchat
            for agent in groupchat.agents:
                if agent.name == self.agent_name:
                    return agent
            raise ValueError(f""Agent '{self.agent_name}' not found in groupchat."")
        elif self.speaker_selection_method is not None:
            return self.speaker_selection_method
        elif self.terminate is not None and self.terminate: <ANS> ",true,self.agent_name is not None,self.wait_for_completion is not None and self.wait_for_completion.done() and (not,70.98
"def file_uri_to_path(file_uri: str) -> Tuple[str | None, str]:
    
    parsed = urlparse(file_uri)
    if <IFMASK>:
        raise ValueError(f""Not a file URL: {file_uri}"")

    netloc = parsed.netloc if parsed.netloc else None
    path = os.path.abspath(url2pathname(parsed.path))
    return netloc, path <ANS> ",false,"parsed.scheme != ""file""",not os.path.isfile(file_uri) or not os.path.isfile(path) or (not,71.58
"def context(self) -> ""Context"":
        
        # First try instance context
        if <IFMASK>:
            return self._context

        try:
            # Fall back to global context if available
            from mcp_agent.core.context import get_current_context

            return get_current_context()
        except Exception as e: <ANS> ",true,self._context is not None,self.context.closed is False and self.context.server.address is None and (self.context.server,62.24
"def update_presigned_url(self, presigned_url, base_url):
        
        #To Do: If Proxy URL has domain name how do we handle such cases
        
        presigned_parts = urlparse(presigned_url)
        base_parts = urlparse(base_url)
        # Check if base_url contains localhost or an IP address
        if <IFMASK>:
            new_netloc = base_parts.hostname  # Extract domain from base_url
            if base_parts.port:  # Add port if present in base_url
                new_netloc += f"":{base_parts.port}""
            updated_parts = presigned_parts._replace(netloc=new_netloc)
            return urlunparse(updated_parts)
        return presigned_url <ANS> ",false,"re.match(r'^(localhost|\d{1,3}(\.\d{1,3}){3})$', base_parts.hostname)",self.proxy_enabled_for_service_instance and self.proxy_enabled_for_service_instance.,56.09
"def resolve(self, override: ModelSettings | None) -> ModelSettings:
        
        if <IFMASK>:
            return self

        changes = {
            field.name: getattr(override, field.name)
            for field in fields(self)
            if getattr(override, field.name) is not None
        }
        return replace(self, **changes) <ANS> ",true,override is None,self.config.option.verbose >= 1 and override.verbose >= 1 and (not override.config.option.,46.63
"def _format_child_blocks(
        self, block_content: dict, block: dict, block_type: str, page_breadcrumbs: List[Breadcrumb]
    ) -> str:
        
        if <IFMASK>:
            title = block_content.get(""title"", ""Untitled Page"")
            return f""馃搫 **[{title}]** (Child Page)""
        else:  # child_database
            return self._format_child_database_block(block_content, block, page_breadcrumbs) <ANS> ",false,"block_type == ""child_page""","self.wait_for_completion is not None and self.wait_for_completion not in (None, False",65.52
"def get_api_version(cls) -> str:
        
        logger.debug(""Retrieving DeepSeek Azure API version from config"")
        provider_config = CONFIG.llm_endpoints.get(""deepseek_azure"")
        if <IFMASK>:
            logger.debug(f""DeepSeek Azure API version: {provider_config.api_version}"")
            return provider_config.api_version
        logger.warning(""DeepSeek Azure API version not found in config"")
        return None <ANS> ",false,provider_config and provider_config.api_version,not cls.metadata.name and (not cls.metadata.namespace) and (not cls.metadata.name_,57.23
"def _update_analyze_status_failed(self, doc_id: int) -> None:
        
        try:
            with self._repository._db.session() as session:
                document = session.get(self._repository.model, doc_id)
                if <IFMASK>:
                    document.analyze_status = ProcessStatus.FAILED
                    session.commit()
                    logger.debug(f""Updated analyze status for document {doc_id} to FAILED"")
                else:
                    logger.warning(f""Document not found with id: {doc_id}"")
        except Exception as e:
            logger.error(f""Error updating document analyze status: {str(e)}"") <ANS> ",false,document,"doc_id not in doc_ids_to_update_result.get(doc_id, False) or",63.14
"def matches(self, uri: str) -> dict[str, Any] | None:
        
        # Convert template to regex pattern
        pattern = self.uri_template.replace(""{"", ""(?P<"").replace(""}"", "">[^/]+)"")
        match = re.match(f""^{pattern}$"", uri)
        if <IFMASK>:
            return match.groupdict()
        return None <ANS> ",false,match,uri.startswith('mongodb://') and uri.endswith('mongodb:///') and (not uri.startswith('mongodb://')),60.63
"def _retry_if_not_cancelled_and_failed(retry_state):
    
    if <IFMASK>:
        exception = retry_state.outcome.exception()
        # Don't retry on CancelledError
        if isinstance(exception, asyncio.CancelledError):
            logger.debug(""Operation was cancelled, not retrying"")
            return False
        # Retry on network related errors
        if isinstance(
            exception, httpx.HTTPError | ConnectionError | ValueError | TimeoutError <ANS> ",false,retry_state.outcome.failed,"isinstance(exception, (aiohttp.ClientConnectorError, TimeoutError)) and exception.timeout is not None and (exception.",69.13
"def validate_config_values(self):
        
        for key, value in self.__dict__.items():
            if <IFMASK>:
                raise ValueError(f""Value for '{key}' must not be a dictionary (depth 0 only)"")
        return self <ANS> ",true,"isinstance(value, dict)","self.validate_assignment is not None and (not isinstance(self.validate_assignment, str)) and (not",64.69
"def save_report(report, filename=None):
    
    if <IFMASK>:
        filename = f""test_report_{datetime.now().strftime('%Y%m%d_%H%M%S')}.txt""
    with open(filename, 'w') as file:
        file.write(report)
    print(f""Report saved to {os.path.abspath(filename)}"") <ANS> ",true,filename is None,not os.path.exists(filename) or not os.path.isdir(filename) or (not os.,70.05
"def initialize_cache(self, num_gpu_blocks: int, num_cpu_blocks: int) -> None:
        

        # NOTE: We log here to avoid multiple logs when number of workers is
        # greater than one. We could log in the engine, but not all executors
        # have GPUs.
        logger.info(""# GPU blocks: %d, # CPU blocks: %d"", num_gpu_blocks, num_cpu_blocks)

        self.cache_config.num_gpu_blocks = num_gpu_blocks
        self.cache_config.num_cpu_blocks = num_cpu_blocks

        if <IFMASK>:
            print(
                f'before init cache memory allocated: {torch.cuda.memory_allocated() / 1e9}GB, reserved: {torch.cuda.memory_reserved() / 1e9}GB'
            )
        self.worker.initialize_cache(num_gpu_blocks=num_gpu_blocks, num_cpu_blocks=num_cpu_blocks)
        if torch.distributed.get_rank() == 0:
            print(
                f'after init cache memory allocated: {torch.cuda.memory_allocated() / 1e9}GB, reserved: {torch.cuda.memory_reserved() / 1e9}GB'
            ) <ANS> ",false,torch.distributed.get_rank() == 0,self.use_cuda or self.use_cpu or self.use_rng_state or self.use_,57.88
"def get_db_context():
    
    if <IFMASK>:
        raise HTTPException(
            status_code=status.HTTP_500_INTERNAL_SERVER_ERROR,
            detail=""Database manager not initialized"",
        )
    try:
        yield _db_manager
    except Exception as e:
        logger.error(f""Database operation failed: {str(e)}"") <ANS> ",false,not _db_manager,not manager.app.conf.result_backend.startswith('redis') and manager.app.conf.result_,79.19
"def get_processor(cls, file_type: FileType) -> Type[BaseFileProcessor]:
        
        if <IFMASK>:
            cls.init()
        print(f""Current registered processors: {cls._processors}"")
        if file_type not in cls._processors:
            raise ValueError(f""No processor found for {file_type}"")
        return cls._processors[file_type] <ANS> ",false,not cls._initialized,not file_type.is_file() and (not file_type.is_symlink()) and (not file,73.15
"def tf_roll_out(
    agent: Agent, env: ScriptBrowserEnv, config_file: str
) -> list[Any]:
    
    obs, state_info = env.reset(options={""config_file"": config_file})

    trajectory: list[Any] = [{""observation"": obs, ""info"": state_info}]
    while True:
        action = agent.next_action(
            trajectory=trajectory, intent="""", meta_data={}
        )
        trajectory.append(action)
        if <IFMASK>:
            break

        # preceed to next action
        obs, reward, terminated, truncated, info = env.step(action)
        state_info = {""observation"": obs, ""info"": info}
        trajectory.append(state_info)

    return trajectory <ANS> ",false,"action[""action_type""] == ActionTypes.STOP",not config_file.endswith('.json') or not config_file.endswith('.xml') or not config_file,67.47
"def show_permission_dialog(code: str, action_description: str):
    
    if <IFMASK>:
        result = os.system(
            f'osascript -e \'display dialog ""Do you want to execute this action?\n\n{code} which will try to {action_description}"" with title ""Action Permission"" buttons {{""Cancel"", ""OK""}} default button ""OK"" cancel button ""Cancel""\''
        )
        return result == 0
    elif platform.system() == ""Linux"":
        result = os.system(
            f'zenity --question --title=""Action Permission"" --text=""Do you want to execute this action?\n\n{code}"" --width=400 --height=200'
        ) <ANS> ",false,"platform.system() == ""Darwin""",not result.startswith('Do you want to execute this action?\n\n{action_description}') and (not,56.56
"def __launch_kwargs(self):
        
        launch_kwargs = {'headless': self.headless, 'ignore_default_args': self.harmful_default_args, 'channel': 'chrome' if self.real_chrome else 'chromium'}
        if <IFMASK>:
            launch_kwargs.update({'args': self.__set_flags(), 'chromium_sandbox': True})

        return launch_kwargs <ANS> ",true,self.stealth,self.real_chrome and self.harmful_default_args and self.channel and self.kernel_,61.53
"def clean_response(cls, content: str) -> Dict[str, Any]:
        
        cleaned = re.sub(r""```(?:json)?\s*"", """", content).strip()
        match = re.search(r""(\{.*\})"", cleaned, re.S)
        if <IFMASK>:
            logger.error(""Failed to parse JSON from content: %r"", content)
            raise ValueError(""No JSON object found in response"")
        return json.loads(match.group(1)) <ANS> ",false,not match,not content or not content[0] or not content[1] or not content[2] or not content[,63.43
"def make_request(prompt):
    
    payload = {""input"": prompt}
    
    try:
        response = requests.post(
            API_URL,
            json=payload,
            stream=True
        )
        
        print(f""\nMaking request with prompt: '{prompt}'\n"")
        print(""Raw response:"")
        for line in response.iter_lines():
            if <IFMASK>:
                print(line.decode('utf-8'))
                
    except Exception as e:
        print(f""Error making request: {e}"") <ANS> ",false,line,not response.ok() or response.body or response.status_code != 200 or (not response.content or,51.99
"def _merge_audio(files, output: str) -> bool:
    
    try:
        # Create an empty audio segment
        combined = AudioSegment.empty()
        silence = AudioSegment.silent(duration=100)  # 100ms silence
        
        # Add audio files one by one
        for file in files:
            audio = AudioSegment.from_wav(file)
            combined += audio + silence
        combined += silence
        combined.export(output, format=""wav"", parameters=[""-acodec"", ""pcm_s16le"", ""-ar"", ""16000"", ""-ac"", ""1""])
        
        if <IFMASK>:
            rprint(f""[red]Output file size is 0"")
            return False
            
        rprint(f""[green]Successfully merged audio files"")
        return True
        
    except Exception as e:
        rprint(f""[red]Failed to merge audio: {str(e)}"") <ANS> ",false,os.path.getsize(output) == 0,"len(files) == 1 and len(files[0]) == 1 and (not isinstance(files[0],",64.50
"def pop_context():
    
    if <IFMASK>:
        if logger.isEnabledFor(logging.DEBUG):
            logger.debug(f""Popping context for atom {ctx.atom_name}"")
        _context_stack.pop()
    else:
        logger.warning(""[DAG] Attempted to pop context, but stack was empty"") <ANS> ",false,_context_stack,ctx.executor_memory_usage == 'memory' and ctx.executor_memory_usage != 'executor' and,61.56
"def remove_obsolete_ckpt(path: str, global_step: int, save_limit: int = -1, directory_format: str = ""global_step_{}""):
    
    if <IFMASK>:
        return

    if not os.path.exists(path):
        return

    pattern = re.escape(directory_format).replace(r""\{\}"", r""(\d+)"")
    ckpt_folders = []
    for folder in os.listdir(path): <ANS> ",true,save_limit <= 0,global_step < 0 or (global_step < 1) or (global_step < 2) or (global,65.54
"def _get_endpoint_config(self):
        
        endpoint_config = CONFIG.retrieval_endpoints.get(self.endpoint_name)
        
        if <IFMASK>:
            error_msg = f""No configuration found for endpoint {self.endpoint_name}""
            logger.error(error_msg)
            raise ValueError(error_msg)
        
        # Verify this is a Qdrant endpoint
        if endpoint_config.db_type != ""qdrant"":
            error_msg = f""Endpoint {self.endpoint_name} is not a Qdrant endpoint (type: {endpoint_config.db_type})""
            logger.error(error_msg) <ANS> ",true,not endpoint_config,self.endpoint_name == 'qdrant' and self.endpoint_config.get('db_type') != ',62.74
"def _safe_save(self, output_dir: str):
        
        if <IFMASK>:
            torch.cuda.synchronize()
            self.save_model(output_dir)
            return
    
        state_dict = self.model.state_dict()
        if self.args.should_save:
            cpu_state_dict = {
                key: value.cpu() <ANS> ",true,self.deepspeed,self.args.should_save and (not self.args.should_save) and (not self.args,74.76
"def validate_fold_input(fold_input: folding_input.Input):
  
  for i, chain in enumerate(fold_input.protein_chains):
    if <IFMASK>:
      raise ValueError(f'Protein chain {i + 1} is missing unpaired MSA.')
    if chain.paired_msa is None:
      raise ValueError(f'Protein chain {i + 1} is missing paired MSA.')
    if chain.templates is None:
      raise ValueError(f'Protein chain {i + 1} is missing Templates.')
  for i, chain in enumerate(fold_input.rna_chains):
    if chain.unpaired_msa is None:
      raise ValueError(f'RNA chain {i + 1} is missing unpaired MSA.') <ANS> ",false,chain.unpaired_msa is None,"isinstance(fold_input.input_specs, dict) and 'input_specs' in fold_input.input",58.87
"def get_unrealspeech_skill(
    name: str,
    store: SkillStoreABC,
) -> UnrealSpeechBaseTool:
    
    if <IFMASK>:
        if name not in _cache:
            _cache[name] = TextToSpeech(
                skill_store=store,
            )
        return _cache[name]
    else:
        raise ValueError(f""Unknown UnrealSpeech skill: {name}"") <ANS> ",true,"name == ""text_to_speech""",not name.startswith('s3') or name.startswith('s3-') or name.startswith('s3,55.23
"def handle_money(m: re.Match[str]) -> str:
    

    bill = ""dollar"" if m.group(2) == ""$"" else ""pound""
    coin = ""cent"" if m.group(2) == ""$"" else ""pence""
    number = m.group(3)

    multiplier = m.group(4)
    try:
        number = float(number)
    except:
        return m.group()

    if <IFMASK>:
        number *= -1

    if number % 1 == 0 or multiplier != """":
        text_number = f""{INFLECT_ENGINE.number_to_words(conditional_int(number))}{multiplier} {INFLECT_ENGINE.plural(bill, count=number)}""
    else:
        sub_number = int(str(number).split(""."")[-1].ljust(2, ""0""))

        text_number = f""{INFLECT_ENGINE.number_to_words(int(round(number)))} {INFLECT_ENGINE.plural(bill, count=number)} and {INFLECT_ENGINE.number_to_words(sub_number)} {INFLECT_ENGINE.plural(coin, count=sub_number)}"" <ANS> ",true,"m.group(1) == ""-""",not m.group(1) or not m.group(2) or not m.group(3) or,79.23
"def print_model_size(model: nn.Module, name: Optional[str] = None) -> None:
    
    if <IFMASK>:
        n_params, scale = _get_model_size(model, scale=""auto"")
        if name is None:
            name = model.__class__.__name__

        print(f""{name} contains {n_params:.2f}{scale} parameters."") <ANS> ",false,is_rank0(),name is None and len(model.parameters()) > 0 and (not name.startswith('_')) and (not name,54.01
"def _sanitize_input(self, args: tuple, kwargs: dict) -> dict:
            

            def sanitize_value(value):
                if <IFMASK>:
                    return value
                elif isinstance(value, list):
                    return [sanitize_value(item) for item in value]
                elif isinstance(value, dict):
                    return {key: sanitize_value(val) for key, val in value.items()}
                else:
                    return str(value)  # Convert non-standard types to string <ANS> ",false,"isinstance(value, (int, float, bool, str))",self.value is None and self.default is None and (self.default is not None) and (self.,59.08
"def cache_s3_files(dataset: Dataset, pdf_cache_location: str, num_proc: int = 32) -> Dataset:
    

    # Define the download function to use in parallel processing
    def cache_file(example):
        s3_path = example[""s3_path""]
        if <IFMASK>:
            # Download the file and cache it locally
            local_path = _cache_s3_file(s3_path, pdf_cache_location)
            return {""local_pdf_path"": local_path}
        return {""local_pdf_path"": None}

    # Map the caching function to the dataset (with parallelism if needed)
    dataset = dataset.map(cache_file, num_proc=num_proc, load_from_cache_file=False) <ANS> ",false,s3_path,not self.check_fn or self.check_fn(dataset) or self.check_fn(dataset_,66.42
"def delete_integration_credential(mapper, connection, target):
    
    if <IFMASK>:
        # Get the session
        session = Session.object_session(target)
        if session:
            # If we're in a session, use the session to delete the IntegrationCredential
            from airweave.models.integration_credential import IntegrationCredential

            credential = session.get(IntegrationCredential, target.integration_credential_id)
            if credential: <ANS> ",false,target.integration_credential_id,not credential and connection.login == '' and (not connection.password) and (not connection.host) and (,67.82
"def analyze_schema_types(filename: str) -> Counter:
    
    all_types = Counter()
    
    with open(filename) as f:
        for line in f:
            items = line.strip().split('\t')
            if (<IFMASK>):
                continue
            js = json.loads(items[1])
            try:
                all_types.update(extract_types(js))
            except json.JSONDecodeError:
                print(f""Warning: Could not parse JSON line: {line[:100]}..."")
                continue <ANS> ",false,len(items) < 2,not all_types and (not force_types) and (not all_types) and (not all_types,54.15
"def create_default_config(self) -> bool:
        
        try:
            if <IFMASK>:
                return True
                
            default_config = {
                ""mcpServers"": {},
                ""log_level"": ""INFO""
            }
            
            self.config_path.parent.mkdir(parents=True, exist_ok=True) <ANS> ",true,self.config_path.exists(),self.config_path.parent.exists() and self.config_path.parent.is_dir() and,80.63
"def save_fid_stats(paths, batch_size, device, dims, num_workers=1):
    
    if <IFMASK>:
        raise RuntimeError(""Invalid path: %s"" % paths[0])

    if os.path.exists(paths[1]):
        raise RuntimeError(""Existing output file: %s"" % paths[1])

    block_idx = InceptionV3.BLOCK_INDEX_BY_DIM[dims]

    model = InceptionV3([block_idx]).to(device) <ANS> ",false,not os.path.exists(paths[0]),batch_size < 0 or batch_size > 1 or batch_size > 2 or batch_size > 3 or,67.01
"def pytest_sessionfinish(session, exitstatus):
    
    cov_dir = os.path.abspath(""."")
    if <IFMASK>:
        try:
            cov = coverage.Coverage()
            cov.combine(data_paths=[cov_dir], strict=True)
            cov.save()
        except Exception as e:
            print(f""Error combining coverage data: {e}"", file=sys.stderr) <ANS> ",false,"exitstatus == 0 and os.environ.get(""COVERAGE_PROCESS_START"")","not hasattr(report, 'wasxfail') and hasattr(report, 'WARNING') and hasattr(report, 'Failed')",61.38
"def _build_param_buffer(self, pp_rank):
        
        if <IFMASK>:
            from verl.utils.memory_buffer import MemoryBuffer

            # The code here is very hard-coded, based on the following assumptions:
            # 1. `len(_this_rank_models) == 1`
            # 2. `_this_rank_models[0]` is a instance of `DistributedDataParallel` and `use_distributed_optimizer=True`
            # 3. Only bfloat16 data type is used in parameters
            source = self._this_rank_models[0].buffers[0].param_data
            self.memory_buffers[pp_rank] = {torch.bfloat16: MemoryBuffer(source.numel(), source.numel(), torch.bfloat16, source)} <ANS> ",true,pp_rank == self._pp_rank,self.use_distributed_optimizer and pp_rank == 1 and (not self.use_distributed_optimizer),64.21
